RLOI_ID|Value|Units|lng|lat|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
7170|5.72|mALD|-0.580958|51.484689|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding The Green|Flooding to properties on The Green, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.574824|51.479226|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Elm Croft|Flooding to properties on Elm Croft, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.564993|51.48294|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Penn Road|Flooding to properties on Penn Road, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.568567|51.480435|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Talbot Place|Flooding to properties on Talbot Place, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.541867|51.478855|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Horton Road|Flooding to properties on Horton Road, Slough|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.583072|51.490507|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Slough Road|Flooding to properties on Slough Road, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.64|mALD|-0.541867|51.478855|"23Datchet FW 1 property flooded (326 Horton Road)
23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)"|Property flooding Horton Road|Flooding to property on Horton Road|Property Impact|2003|January|Flood Resiliance
7170|5.64|mALD|-0.586539|51.490243|"23Datchet FW 1 property flooded (326 Horton Road)
23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)"|Property flooding Eton Road|Flooding to properties on Eton Road|Property Impact|2003|January|Flood Resiliance
7170|5.64|mALD|-0.582241|51.472067|"23Datchet FW 1 property flooded (326 Horton Road)
23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)"|Property flooding Southlea Road|Flooding to properties on Southlea Road|Property Impact|2003|January|Flood Resiliance
7230|1.34|mALD|-0.794227|51.166415|1 property flooded: Frensham Mill|Property flooding Frensham|Flooding to property at Frensham|Property Impact|2014|February|Flood Resiliance
7232|2.05|mALD|-0.617947|51.189045|67 properties flooded (uncertain level as gauge failed)|Property flooding Westbrook Mills|Flooding to properties at Westbrook Mills|Property Impact|2013|December|Flood Resiliance
7240|3.71|mALD|-0.572076|51.232709|Observed. Properties flooded in Guildford|Property flooding Guildford|Flooding to properties at Guildford|Property Impact|2013|December|Flood Resiliance
7240|3.88|mALD|-0.572076|51.232709|Properties flooded in Guildford|Property flooding Guildford|Flooding to properties at Guildford|Property Impact|2000|November|Flood Resiliance
7240|4.6|mALD|-0.572076|51.232709|Observed. Properties flooded in Guildford and Old Woking|Property flooding Guildford|Flooding to properties at Guildford|Property Impact|1968|September|Flood Resiliance
7240|4.6|mALD|-0.544232|51.301749|Observed. Properties flooded in Guildford and Old Woking|Property flooding Old Woking|Flooding to properties at Old Woking|Property Impact|1968|September|Flood Resiliance
7243|2.5|mALD|-0.464344|51.374665|Approximately 1350 properties flooded (approximate level)|Property flooding Weybridge|Flooding to properties at Weybridge|Property Impact|1968|September|Flood Resiliance
8017|3.75|mALD|-1.19268|53.720666|"Kellington Ings will start to fill
Birkin Holme Washland will start to fill"|Defence at Kellington Ings|Defence at Kellington Ings will start to fill|Defence|||Flood Resiliance
8017|3.75|mALD|-1.19268|53.720666|"Kellington Ings will start to fill
Birkin Holme Washland will start to fill"|Defence at Birkin Holme|Defence at Birkin Holme Washland will start to fill|Defence|||Flood Resiliance
8042|3.1|mALD|-1.355526|53.734916|Barnsdale Rd. likely to flood|Flooding at Barnsdale Road|Flooding at Barnsdale Road|Location Impact|||Flood Resiliance
8043|2.95|mALD|-1.651031|54.388658|A6136 at Catterick Br. expected to flood|Flooding on A6136|Flooding on A6136 at Catterick Bridge|Road Impact|||Flood Resiliance
8320|1.27|mALD|-1.350663|53.72712|Castleford Car Centre flooded|Flooding at Castleford|Flooding at Castleford car centre|Property Impact|2011|February|Flood Resiliance
8320|1.07|mALD|-1.355526|53.734916|Barnsdale Road begins to flood.|Flooding at Barnsdale Road|Flooding at Barnsdale Road|Road Impact|||Flood Resiliance
